C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,15:00:00,REGULAR,0004539927,0000990566                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,19:00:00,REGULAR,0004540678,0000990649                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,23:00:00,REGULAR,0004540945,0000990684                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,03:00:00,REGULAR,0004540945,0000990684                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,07:00:00,REGULAR,0004540949,0000990687                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,11:00:00,REGULAR,0004541118,0000990879                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,15:00:00,REGULAR,0004541303,0000990936                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,19:00:00,REGULAR,0004542057,0000990991                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,23:00:00,REGULAR,0004542327,0000991023                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,03:00:00,REGULAR,0004542327,0000991023                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,07:00:00,REGULAR,0004542336,0000991042                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,11:00:00,REGULAR,0004542520,0000991208                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,15:00:00,REGULAR,0004542753,0000991264                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,19:00:00,REGULAR,0004543621,0000991325                                     
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,23:00:00,REGULAR,0004543934,0000991354                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/15/2014,03:00:00,REGULAR,0000401061,0001505226                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/15/2014,07:00:00,REGULAR,0000401063,0001505255                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/15/2014,11:00:00,REGULAR,0000401100,0001505561                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/15/2014,15:00:00,REGULAR,0000401185,0001506049                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/15/2014,19:00:00,REGULAR,0000401370,0001506599                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/15/2014,23:00:00,REGULAR,0000401479,0001506924                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/16/2014,03:00:00,REGULAR,0000401508,0001507018                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/16/2014,07:00:00,REGULAR,0000401511,0001507043                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/16/2014,11:00:00,REGULAR,0000401538,0001507260                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/16/2014,15:00:00,REGULAR,0000401605,0001507653                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/16/2014,19:00:00,REGULAR,0000401701,0001508149                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/16/2014,23:00:00,REGULAR,0000401794,0001508396                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/17/2014,03:00:00,REGULAR,0000401817,0001508437                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/17/2014,07:00:00,REGULAR,0000401823,0001508535                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/17/2014,11:00:00,REGULAR,0000401893,0001509491                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/17/2014,15:00:00,REGULAR,0000401963,0001509881                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/17/2014,19:00:00,REGULAR,0000402303,0001510582                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/17/2014,23:00:00,REGULAR,0000402404,0001510842                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/18/2014,03:00:00,REGULAR,0000402405,0001510845                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/18/2014,07:00:00,REGULAR,0000402412,0001510940                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/18/2014,11:00:00,REGULAR,0000402484,0001511934                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/18/2014,15:00:00,REGULAR,0000402549,0001512320                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/18/2014,19:00:00,REGULAR,0000402884,0001513043                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/18/2014,23:00:00,REGULAR,0000402994,0001513312                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/19/2014,03:00:00,REGULAR,0000403001,0001513326                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/19/2014,07:00:00,REGULAR,0000403008,0001513430                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/19/2014,11:00:00,REGULAR,0000403068,0001514363                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/19/2014,15:00:00,REGULAR,0000403160,0001514786                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/19/2014,19:00:00,REGULAR,0000403471,0001515478                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/19/2014,23:00:00,REGULAR,0000403595,0001515766                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/20/2014,03:00:00,REGULAR,0000403595,0001515767                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/20/2014,07:00:00,REGULAR,0000403595,0001515883                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/20/2014,11:00:00,REGULAR,0000403595,0001516920                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/20/2014,15:00:00,REGULAR,0000403595,0001517367                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/20/2014,19:00:00,REGULAR,0000403597,0001518185                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/20/2014,23:00:00,REGULAR,0000403597,0001518526                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/21/2014,03:00:00,REGULAR,0000403597,0001518526                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/21/2014,07:00:00,REGULAR,0000403600,0001518626                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/21/2014,11:00:00,REGULAR,0000403663,0001519636                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/21/2014,15:00:00,REGULAR,0000403758,0001520132                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/21/2014,19:00:00,REGULAR,0000404123,0001520889                                     
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,11/21/2014,23:00:00,REGULAR,0000404265,0001521207                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/15/2014,03:00:00,REGULAR,0004474399,0007015296                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/15/2014,07:00:00,REGULAR,0004474413,0007015351                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/15/2014,11:00:00,REGULAR,0004474534,0007015681                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/15/2014,15:00:00,REGULAR,0004474800,0007016211                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/15/2014,19:00:00,REGULAR,0004475167,0007016889                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/15/2014,23:00:00,REGULAR,0004475479,0007017242                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/16/2014,03:00:00,REGULAR,0004475594,0007017368                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/16/2014,07:00:00,REGULAR,0004475611,0007017399                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/16/2014,11:00:00,REGULAR,0004475697,0007017627                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/16/2014,15:00:00,REGULAR,0004475904,0007018067                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/16/2014,19:00:00,REGULAR,0004476206,0007018569                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/16/2014,23:00:00,REGULAR,0004476425,0007018856                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/17/2014,03:00:00,REGULAR,0004476493,0007018910                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/17/2014,07:00:00,REGULAR,0004476519,0007019024                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/17/2014,11:00:00,REGULAR,0004476695,0007019993                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/17/2014,15:00:00,REGULAR,0004476899,0007020344                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/17/2014,19:00:00,REGULAR,0004477516,0007020883                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/17/2014,23:00:00,REGULAR,0004477817,0007021119                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/18/2014,03:00:00,REGULAR,0004477825,0007021126                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/18/2014,07:00:00,REGULAR,0004477847,0007021245                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/18/2014,11:00:00,REGULAR,0004478009,0007022184                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/18/2014,15:00:00,REGULAR,0004478239,0007022613                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/18/2014,19:00:00,REGULAR,0004478883,0007023270                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/18/2014,23:00:00,REGULAR,0004479189,0007023617                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,03:00:00,REGULAR,0004479214,0007023627                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,07:00:00,REGULAR,0004479237,0007023742                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,11:00:00,REGULAR,0004479417,0007024711                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,15:00:00,REGULAR,0004479671,0007025163                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,19:00:00,REGULAR,0004480307,0007025850                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/19/2014,23:00:00,REGULAR,0004480647,0007026209                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,03:00:00,REGULAR,0004480647,0007026209                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,07:00:00,REGULAR,0004480665,0007026328                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,11:00:00,REGULAR,0004480887,0007027350                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,15:00:00,REGULAR,0004481191,0007027731                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,19:00:00,REGULAR,0004482004,0007028311                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/20/2014,23:00:00,REGULAR,0004482416,0007028623                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,03:00:00,REGULAR,0004482416,0007028623                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,07:00:00,REGULAR,0004482430,0007028749                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,11:00:00,REGULAR,0004482578,0007029706                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,15:00:00,REGULAR,0004482855,0007030179                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,19:00:00,REGULAR,0004483489,0007030892                                     
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,11/21/2014,23:00:00,REGULAR,0004483831,0007031216                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/15/2014,03:00:00,REGULAR,0004209634,0005779357                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/15/2014,07:00:00,REGULAR,0004209650,0005779400                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/15/2014,11:00:00,REGULAR,0004209738,0005779704                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/15/2014,15:00:00,REGULAR,0004209996,0005780029                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/15/2014,19:00:00,REGULAR,0004210399,0005780434                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/15/2014,23:00:00,REGULAR,0004210658,0005780660                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/16/2014,03:00:00,REGULAR,0004210767,0005780747                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/16/2014,07:00:00,REGULAR,0004210783,0005780780                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/16/2014,11:00:00,REGULAR,0004210849,0005780983                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/16/2014,15:00:00,REGULAR,0004211068,0005781295                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/16/2014,19:00:00,REGULAR,0004211329,0005781654                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/16/2014,23:00:00,REGULAR,0004211536,0005781806                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/17/2014,03:00:00,REGULAR,0004211583,0005781835                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/17/2014,07:00:00,REGULAR,0004211605,0005781991                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/17/2014,11:00:00,REGULAR,0004211801,0005782988                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/17/2014,15:00:00,REGULAR,0004212002,0005783258                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/17/2014,19:00:00,REGULAR,0004212566,0005783737                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/17/2014,23:00:00,REGULAR,0004212832,0005783936                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/18/2014,03:00:00,REGULAR,0004212840,0005783941                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/18/2014,07:00:00,REGULAR,0004212861,0005784094                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/18/2014,11:00:00,REGULAR,0004213046,0005785081                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/18/2014,15:00:00,REGULAR,0004213274,0005785381                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/18/2014,19:00:00,REGULAR,0004213976,0005785857                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/18/2014,23:00:00,REGULAR,0004214231,0005786127                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/19/2014,03:00:00,REGULAR,0004214245,0005786134                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/19/2014,07:00:00,REGULAR,0004214260,0005786264                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/19/2014,11:00:00,REGULAR,0004214482,0005787202                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/19/2014,15:00:00,REGULAR,0004214709,0005787540                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/19/2014,19:00:00,REGULAR,0004215338,0005788098                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/19/2014,23:00:00,REGULAR,0004215635,0005788392                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/20/2014,03:00:00,REGULAR,0004215635,0005788395                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/20/2014,07:00:00,REGULAR,0004215654,0005788553                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/20/2014,11:00:00,REGULAR,0004215884,0005789527                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/20/2014,15:00:00,REGULAR,0004216139,0005789856                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/20/2014,19:00:00,REGULAR,0004216898,0005790343                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/20/2014,23:00:00,REGULAR,0004217239,0005790587                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/21/2014,03:00:00,REGULAR,0004217239,0005790587                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/21/2014,07:00:00,REGULAR,0004217258,0005790723                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/21/2014,11:00:00,REGULAR,0004217457,0005791685                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/21/2014,15:00:00,REGULAR,0004217691,0005791992                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/21/2014,19:00:00,REGULAR,0004218381,0005792509                                     
A002,R051,02-03-02,LEXINGTON AVE,NQR456,BMT,11/21/2014,23:00:00,REGULAR,0004218686,0005792752                                     
A002,R051,02-03-03,LEXINGTON AVE,NQR456,BMT,11/15/2014,03:00:00,REGULAR,0003848433,0004723280                                     
A002,R051,02-03-03,LEXINGTON AVE,NQR456,BMT,11/15/2014,07:00:00,REGULAR,0003848443,0004723328                                     
A002,R051,02-03-03,LEXINGTON AVE,NQR456,BMT,11/15/2014,11:00:00,REGULAR,0003848523,0004723593                                     
A002,R051,02-03-03,LEXINGTON AVE,NQR456,BMT,11/15/2014,15:00:00,REGULAR,0003848767,0004723802                                     
A002,R051,02-03-03,LEXINGTON AVE,NQR456,BMT,11/15/2014,19:00:00,REGULAR,0003849147,0004724033                                     
A002,R051,02-03-03,LEXINGTON AVE,NQR456,BMT,11/15/2014,23:00:00,REGULAR,0003849415,0004724143                                     
